,City,Cloudiness,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
308,Cartagena,42,CO,1601501858,76,10.4,-75.51,82.07600000000009,3.12
309,Lompoc,1,US,1601501879,64,34.64,-120.46,71.6,4.6
310,Sambava,53,MG,1601501880,92,-14.27,50.17,72.608,2.02
311,Jacmel,40,HT,1601501880,55,18.23,-72.53,87.80000000000001,6.2
312,Sørland,75,NO,1601501880,87,67.67,12.69,51.8,2.1
313,Diu,1,IN,1601501881,82,20.71,70.98,77.48600000000008,3.57
314,Sovetskiy,0,RU,1601501881,89,61.36,63.58,44.52800000000006,2.14
315,Carnarvon,0,AU,1601501882,100,-24.87,113.63,62.6,4.6
316,Eirunepé,91,BR,1601501882,95,-6.66,-69.87,74.78600000000007,2.46
317,Øksfjord,45,NO,1601501882,81,70.24,22.35,51.8,4.6
318,Nioro,64,GM,1601501883,84,13.35,-15.75,79.71800000000009,3.08
319,Acará,77,BR,1601501878,87,-1.96,-48.2,76.5680000000001,1.82
320,Dalbandin,0,PK,1601501883,26,28.89,64.41,64.41800000000009,3.59
321,Rosetta,40,EG,1601501884,74,31.4,30.42,78.80000000000001,4.1
322,The Valley,40,AI,1601501884,79,18.22,-63.06,86.0,7.7
323,Neiafu,75,TO,1601501884,94,-18.65,-173.98,80.6,3.6
324,Haines Junction,97,CA,1601501885,64,60.75,-137.51,48.72200000000004,1.32
325,Poros,0,GR,1601501885,54,37.5,23.45,71.00600000000003,0.89
326,Fergus Falls,75,US,1601501885,47,46.28,-96.08,59.0,10.8
327,Hay River,75,CA,1601501886,61,60.82,-115.8,50.0,3.1
328,Lac du Bonnet,100,CA,1601501886,99,50.25,-96.06,48.00200000000008,4.47
329,Rio Grande,46,BR,1601501799,90,-32.03,-52.1,68.0,0.89
330,Maracaju,0,BR,1601501797,23,-21.61,-55.17,92.12000000000006,2.11
331,Vila Velha,3,BR,1601501863,83,-20.33,-40.29,80.99600000000005,7.7
332,Hofn,100,IS,1601501887,87,64.25,-15.21,44.852000000000075,4.88
333,Jiwani,0,PK,1601501887,75,25.05,61.74,81.26600000000002,2.79
334,Kibala,20,TD,1601501887,94,9.11,18.35,73.4,1.56
335,Provincia di Cagliari,42,IT,1601501888,77,39.24,9.09,66.99199999999999,4.1
336,Goderich,96,CA,1601501888,50,43.75,-81.72,62.00600000000003,2.24
337,Pangai,75,TO,1601501888,94,-19.8,-174.35,77.0,3.1
338,Tokonou,87,GN,1601501888,94,9.65,-9.78,71.52800000000008,0.87
339,Cockburn Town,40,TC,1601501738,74,21.46,-71.14,86.0,8.2
340,Necochea,100,AR,1601501624,78,-38.55,-58.74,55.004000000000055,0.52
341,Muisne,75,EC,1601501889,78,0.6,-80.03,80.6,4.1
342,Angoche,0,MZ,1601501890,87,-16.23,39.91,74.22800000000007,2.26
343,Biltine,99,TD,1601501890,64,14.53,20.92,81.19400000000007,4.31
344,Semīrom,6,IR,1601501890,78,31.42,51.57,41.54000000000002,0.82
345,Houston,1,US,1601501590,23,29.76,-95.36,87.00800000000001,1.5
346,Mango,1,US,1601501790,50,27.98,-82.31,78.99800000000002,1.5
347,Kula,0,TR,1601501891,72,38.55,28.65,55.77800000000006,1.54
348,Sète,0,FR,1601501871,93,43.4,3.7,57.992,0.5
349,Norwell,1,US,1601501892,65,42.16,-70.79,71.00600000000003,3.99
350,Planeta Rica,36,CO,1601501892,81,8.41,-75.59,83.82200000000003,0.87
351,Menongue,100,AO,1601501892,73,-14.66,17.69,65.73200000000003,2.21
352,Shubarkuduk,0,KZ,1601501893,60,49.14,56.49,53.38399999999999,4.56
353,San Miguel de Cozumel,75,MX,1601501893,74,20.51,-86.95,86.0,2.1
354,Sturgis,75,US,1601501893,62,41.8,-85.42,59.0,7.2
355,Pochutla,75,MX,1601501894,66,15.74,-96.47,87.80000000000001,3.6
356,Keti Bandar,6,PK,1601501894,81,24.14,67.45,81.05000000000001,5.21
357,Mahenge,0,TZ,1601501895,62,-8.68,36.72,65.39000000000001,1.61
358,Pitimbu,20,BR,1601501895,74,-7.47,-34.81,78.80000000000001,6.2
359,Lázaro Cárdenas,19,MX,1601501896,65,17.96,-102.2,86.01800000000009,2.27
360,Cutervo,92,PE,1601501896,88,-6.38,-78.82,55.97600000000009,1.72
361,Middlesbrough,40,GB,1601501896,87,54.58,-1.23,55.99400000000007,4.1
362,Cabedelo,20,BR,1601501896,74,-6.98,-34.83,78.80000000000001,6.2
363,West Memphis,1,US,1601501897,28,35.15,-90.18,82.4,4.6
364,Kosonsoy,90,UZ,1601501897,76,41.26,71.55,53.6,2.1
365,Kostrzyn,100,PL,1601501897,78,52.4,17.23,57.00200000000008,2.24
366,Sur,0,OM,1601501764,52,22.57,59.53,81.69800000000004,2.92
367,Van,20,TR,1601501898,62,38.49,43.38,53.6,0.5
368,Lucea,20,JM,1601501898,66,18.45,-78.17,86.0,4.6
369,Frederiksberg,10,DK,1601501898,87,55.68,12.53,57.2,4.6
370,Margate,100,GB,1601501898,95,51.38,1.39,60.00800000000001,2.24
371,Mayo,1,US,1601501898,49,38.89,-76.51,69.99800000000002,3.1
372,Ilulissat,0,GL,1601501892,45,69.22,-51.1,24.8,2.6
373,Bandarbeyla,80,SO,1601501899,70,9.49,50.81,80.45600000000003,11.15
374,Laredo,1,US,1601501710,18,27.51,-99.51,91.4,3.1
375,San Juan del Sur,75,NI,1601501899,70,11.25,-85.87,86.0,2.1
376,Ābādān,0,IR,1601501899,84,30.34,48.3,86.0,2.1
377,Zhezkazgan,50,KZ,1601501900,49,47.8,67.71,44.87000000000006,3.74
378,Hearst,100,CA,1601501900,96,49.68,-83.67,43.98800000000004,3.96
379,Jalu,0,LY,1601501900,39,29.03,21.55,80.834,3.86
380,Matías Romero,100,MX,1601501901,81,16.88,-95.03,67.17200000000004,6.65
381,Tiznit Province,0,MA,1601501901,70,29.58,-9.5,68.25200000000008,0.75
382,Aklavik,90,CA,1601501902,100,68.22,-135.01,35.6,3.6
383,Matamoros,5,MX,1601501902,17,25.53,-103.25,84.2,2.79
384,Pacasmayo,64,PE,1601501902,80,-7.4,-79.57,64.04000000000002,7.04
385,Estelle,0,US,1601501902,37,29.85,-90.11,80.00600000000003,0.89
386,Straumen,0,NO,1601501903,62,63.87,11.3,59.0,9.3
387,Grand Gaube,0,MU,1601501903,80,-20.01,57.66,69.99800000000002,0.89
388,Andenes,93,NO,1601501903,87,69.31,16.12,51.8,3.1
389,Unaí,89,BR,1601501683,23,-16.36,-46.91,88.19600000000005,1.79
390,Camapuã,51,BR,1601501904,14,-19.53,-54.04,93.434,0.88
391,Ixtapa,20,MX,1601501904,70,20.7,-105.2,89.99600000000005,4.6
392,Guarapari,4,BR,1601501735,83,-20.67,-40.5,80.99600000000005,7.7
393,Garissa,1,KE,1601501905,68,-0.45,39.64,76.15400000000005,7.1
394,Shelburne,20,CA,1601501905,62,44.08,-80.2,59.0,5.1
395,Karla,20,EE,1601501905,100,59.37,24.93,55.004000000000055,2.1
396,Kurtamysh,7,RU,1601501905,87,54.91,64.43,47.19199999999999,0.86
397,Tazmalt,40,DZ,1601501906,88,36.39,4.4,71.6,1.5
398,Kizema,90,RU,1601501906,94,61.11,44.83,47.94800000000002,2.19
399,Iquique,90,CL,1601501907,67,-20.22,-70.14,62.6,8.7
400,Faya,5,SA,1601501907,82,18.39,42.45,66.2,0.7
401,Mitú,43,CO,1601501847,81,1.2,-70.17,79.53800000000004,1.24
402,Ocampo,25,MX,1601501907,25,21.65,-101.5,68.81000000000009,4.98
403,Camaná,68,PE,1601501908,75,-16.62,-72.71,62.87000000000006,2.68
404,Rørvik,0,NO,1601501704,81,64.86,11.24,51.8,2.1
405,Pungeşti,55,RO,1601501908,67,46.7,27.33,57.2,4.1
406,Tarko-Sale,99,RU,1601501909,87,64.92,77.78,39.00200000000008,3.18
407,Gujar Khan,0,PK,1601501909,77,33.26,73.3,73.00400000000005,3.1
408,Moquegua,0,PE,1601501909,35,-17.2,-70.94,70.17800000000007,3.99
409,Atasū,5,KZ,1601501910,60,48.68,71.64,40.26200000000006,3.64
410,Sandovo,13,RU,1601501910,79,58.46,36.41,49.08200000000002,2.77
411,Korem,51,ET,1601501910,61,12.51,39.52,53.690000000000026,0.92
412,Sept-Îles,75,CA,1601501911,100,50.2,-66.38,57.2,4.6
413,Samaná,75,DO,1601501911,83,19.21,-69.34,80.6,3.93
414,Diapaga,65,BF,1601501911,91,12.07,1.79,73.5260000000001,2.92
415,Sena Madureira,92,BR,1601501912,69,-9.07,-68.66,81.24800000000002,0.16
416,Soyo,9,AO,1601501912,81,-6.13,12.37,74.89400000000008,3.19
417,Carutapera,54,BR,1601501912,77,-1.2,-46.02,79.03399999999999,3.85
418,Prescott,1,US,1601501769,8,34.54,-112.47,87.99800000000002,2.1
419,Altea,66,ES,1601501912,49,38.6,-0.05,78.00800000000001,4.62
420,Tampere,39,FI,1601501913,100,61.5,23.79,51.00800000000001,1.0
421,Buraidah,0,SA,1601501913,32,26.33,43.98,80.6,2.6
422,Olafsvik,72,IS,1601501913,71,64.89,-23.71,40.26200000000006,6.19
423,Aripuanã,91,BR,1601501914,79,-9.17,-60.63,77.27000000000007,1.7
424,Niterói,18,BR,1601501667,78,-22.88,-43.1,89.6,6.2
425,Iracoubo,75,GF,1601501914,81,5.48,-53.2,80.708,5.6
426,Feldkirchen,3,DE,1601501914,93,48.15,11.74,51.998000000000026,1.77
427,Lake Havasu City,1,US,1601501915,6,34.48,-114.32,102.2,5.7
428,Csány,75,HU,1601501915,93,47.65,19.83,55.400000000000006,6.7
429,Luanda,75,AO,1601501527,78,-8.84,13.23,75.2,3.1
430,Wunsiedel,2,DE,1601501915,94,50.03,12.02,48.992,0.27
431,Bodden Town,20,KY,1601501915,83,19.28,-81.25,87.00800000000001,2.6
432,El Salvador,40,SV,1601501916,78,13.83,-88.92,87.80000000000001,3.1
433,New Port Richey,100,US,1601501700,57,28.24,-82.72,78.99800000000002,0.89
434,Tabas,0,IR,1601501916,16,33.6,56.92,66.2,1.0
435,Troitsko-Pechorsk,24,RU,1601501917,93,62.71,56.2,44.87000000000006,1.56
436,Beyla,100,GN,1601501917,90,8.68,-8.63,69.17000000000007,0.36
437,Puerto Baquerizo Moreno,75,EC,1601501917,83,-0.9,-89.6,71.6,6.2
438,Quesnel,90,CA,1601501763,93,53.0,-122.5,48.2,0.89
439,Ikongo,66,MG,1601501918,85,-21.88,47.43,69.44000000000003,1.77
440,Sinnamary,80,GF,1601501918,82,5.38,-52.95,80.40200000000007,5.28
441,Novoagansk,100,RU,1601501919,89,61.94,76.66,36.608000000000004,1.01
442,Oranjemund,59,NA,1601501919,72,-28.55,16.43,56.31800000000008,5.04
443,Edéa,40,CM,1601501919,94,3.8,10.13,75.2,0.17
444,Lafayette,1,US,1601501920,30,30.23,-92.07,80.99600000000005,2.6
445,Antalaha,33,MG,1601501920,93,-14.9,50.28,70.71800000000009,1.37
446,Kiryat Gat,0,IL,1601501920,79,31.61,34.76,78.99800000000002,0.61
447,Nizhnyaya Omka,99,RU,1601501921,92,55.43,74.94,44.15,2.56
448,Chicama,62,PE,1601501921,69,-7.84,-79.15,67.334,4.47
449,Roberval,75,CA,1601501802,81,48.52,-72.23,51.8,4.6
450,Camden,0,US,1601501889,56,39.78,-74.97,69.00800000000001,1.79
451,Umm Kaddadah,100,SD,1601501922,51,13.6,26.69,85.06400000000004,7.86
452,Abu Kamal,0,SY,1601501923,33,34.45,40.92,78.89000000000001,4.37
453,Hluti,89,SZ,1601501923,96,-27.22,31.62,57.272000000000034,2.53
454,‘Ewa Beach,1,US,1601501641,51,21.32,-158.01,86.0,3.1
455,Storforshei,66,NO,1601501923,76,66.4,14.52,53.6,1.5
456,Acaraú,2,BR,1601501924,74,-2.89,-40.12,78.33200000000002,8.26
457,Ginda,0,IN,1601501924,43,30.69,78.49,58.658,2.49
458,Uncia,81,BO,1601501924,42,-18.47,-66.57,54.69800000000002,1.06
459,Rundu,91,NA,1601501925,34,-17.93,19.77,77.95400000000006,4.39
460,Hobyo,80,SO,1601501925,84,5.35,48.53,77.72000000000006,6.62
461,Price,1,US,1601501925,9,39.6,-110.81,78.80000000000001,1.46
462,Kangaba,16,ML,1601501926,82,11.93,-8.42,77.03600000000007,2.0
463,Nioki,23,CD,1601501926,97,-2.72,17.68,71.9600000000001,1.3
464,Bubaque,100,GW,1601501927,86,11.28,-15.83,78.33200000000002,3.55
465,Bazarnyy Karabulak,86,RU,1601501927,64,52.27,46.41,51.674000000000014,3.26
466,Kampene,76,CD,1601501927,95,-3.6,26.67,68.45,0.94
467,Campechuela,61,CU,1601501928,74,20.23,-77.28,85.71200000000006,0.67
468,Birao,100,CF,1601501928,91,10.28,22.79,70.84400000000008,1.66
469,Boali,20,CF,1601501928,88,4.8,18.13,73.4,1.5
470,Fayetteville,1,US,1601501909,40,35.05,-78.88,73.4,4.1
471,Ihlow,20,DE,1601501929,93,51.88,13.33,50.0,1.0
472,Lobito,25,AO,1601501929,84,-12.35,13.55,71.36600000000001,3.8
473,Níjar,85,ES,1601501929,88,36.97,-2.21,69.80000000000001,3.1
474,Pokhvistnevo,89,RU,1601501930,77,53.65,52.13,52.39400000000008,1.46
475,Kailua,20,US,1601501930,62,21.4,-157.74,87.99800000000002,3.1
476,Imbituba,75,BR,1601501817,100,-28.24,-48.67,69.80000000000001,2.6
477,Summerville,1,US,1601501827,49,33.02,-80.18,75.2,1.77
478,Murud,63,IN,1601501931,84,18.33,72.97,76.40600000000003,0.75
479,Māngrol,26,IN,1601501931,80,21.12,70.12,79.01600000000002,4.42
480,Szany,75,HU,1601501932,76,47.46,17.3,57.2,3.1
481,South Lyon,62,US,1601501919,92,42.46,-83.65,53.99600000000005,1.79
482,Kyshtovka,100,RU,1601501932,96,56.55,76.63,42.47600000000009,2.52
483,Martil,40,MA,1601501932,88,35.62,-5.28,69.80000000000001,1.0
484,Saint Anthony,75,US,1601501933,41,45.02,-93.22,62.99600000000005,8.2
485,Oranjestad,20,AW,1601501741,70,12.52,-70.03,87.80000000000001,10.3
486,Gayny,72,RU,1601501933,93,60.31,54.32,45.338000000000044,1.18
487,Brae,100,GB,1601501934,93,60.4,-1.35,51.8,9.8
488,Chowchilla,1,US,1601501794,31,37.12,-120.26,96.8,2.6
489,Santa Ana,1,US,1601501864,16,33.75,-117.87,107.60000000000001,2.6
490,Mgandu,85,TZ,1601501934,70,-5.95,34.13,63.62600000000009,3.39
491,Kholm,0,RU,1601501934,84,59.27,32.85,48.650000000000006,2.57
492,Esim,100,GH,1601501935,89,4.87,-2.24,76.11800000000008,3.8
493,Kafanchan,87,NG,1601501935,97,9.58,8.3,68.09000000000003,0.76
494,Jiménez,5,MX,1601501935,17,28.33,-105.4,82.4,3.1
495,Los Llanos de Aridane,90,ES,1601501936,64,28.66,-17.92,75.2,5.1
496,Manakara,27,MG,1601501936,91,-22.13,48.02,70.61000000000008,0.86
497,Ayutla,100,MX,1601501936,40,20.12,-104.33,78.44000000000003,1.52
498,Dāmghān,0,IR,1601501937,42,36.17,54.35,52.141999999999996,0.8
499,Hutchinson,1,US,1601501937,21,38.06,-97.93,80.6,6.7
500,Somerset,0,US,1601501745,45,40.57,-74.55,69.00800000000001,1.79
501,Campbell River,75,CA,1601501916,72,50.02,-125.24,68.0,3.1
502,Skorodnoye,100,RU,1601501937,34,51.07,37.23,64.4,10.0
503,Grøa,58,NO,1601501938,87,62.65,8.72,51.8,7.2
504,Halifax,99,CA,1601501731,100,44.65,-63.57,69.99800000000002,4.47
505,Trindade,2,BR,1601501938,17,-16.65,-49.49,95.0,5.1
506,Chiredzi,99,ZW,1601501939,88,-21.05,31.67,68.14400000000008,2.46
507,Opuwo,0,NA,1601501939,36,-18.06,13.84,57.2,2.12
508,Tamandaré,5,BR,1601501939,81,-8.76,-35.1,75.52400000000002,3.93
509,Sonoita,0,MX,1601501939,8,31.85,-112.83,102.992,3.58
510,Botwood,60,CA,1601501940,83,49.15,-55.35,71.00600000000003,2.68
511,Kavaratti,97,IN,1601501940,77,10.57,72.64,80.708,5.72
512,Beïnamar,98,TD,1601501940,91,8.67,15.38,71.708,1.8
513,Hermosillo,5,MX,1601501852,11,29.07,-110.97,109.4,3.6
514,Marsá Maţrūḩ,20,EG,1601501941,64,31.35,27.25,75.2,5.1
515,Antón Lizardo,40,MX,1601501942,48,19.05,-95.98,84.99199999999999,7.7
516,Awjilah,0,LY,1601501942,38,29.11,21.29,79.17800000000007,4.65
517,Gao,70,ML,1601501942,23,16.64,1.64,95.07200000000003,3.92
518,Alta Floresta,40,BR,1601501943,41,-9.88,-56.09,96.8,3.1
519,Plettenberg Bay,100,ZA,1601501943,74,-34.05,23.37,55.742,2.1
520,Eugene,75,US,1601501718,56,44.05,-123.09,80.99600000000005,2.1
521,Zabul Province,0,AF,1601501944,45,32.25,67.25,45.41000000000008,3.71
522,Mossamedes,85,AO,1601501944,84,-15.2,12.15,65.19200000000001,2.15
523,Abilene,1,US,1601501944,14,32.45,-99.73,89.6,4.1
524,Tromsø,75,NO,1601501696,93,69.65,18.96,46.4,3.1
525,Marathon,75,US,1601501945,54,44.9,-89.77,55.99400000000007,6.7
526,San Quintín,0,MX,1601501945,26,30.48,-115.95,89.79800000000003,5.91
527,Glenwood Springs,1,US,1601501945,14,39.55,-107.32,75.00200000000008,1.5
528,Karasjok,75,NO,1601501688,76,69.47,25.51,53.6,12.3
529,Gatehouse of Fleet,100,GB,1601501945,90,54.88,-4.18,50.0,0.45
530,Greece,90,US,1601501946,82,43.21,-77.69,60.00800000000001,2.6
531,Sikasso,100,ML,1601501946,78,10.92,-7.0,78.33200000000002,1.38
532,Flin Flon,75,CA,1601501946,65,54.77,-101.86,44.6,6.7
533,Tubualá,75,PA,1601501947,83,9.52,-79.03,80.00600000000003,2.6
534,Bhag,0,PK,1601501947,13,29.04,67.82,86.792,5.04
535,Ekibastuz,22,KZ,1601501947,63,51.67,75.37,40.56800000000008,3.39
536,Erzincan Province,1,TR,1601501948,62,39.75,39.5,59.0,0.5
537,Half Moon Bay,5,US,1601501948,42,37.46,-122.43,84.00200000000008,3.1
538,Caernarfon,100,GB,1601501948,93,53.14,-4.27,51.8,6.2
539,Trelew,0,AR,1601501948,31,-43.25,-65.31,58.83800000000005,8.76
540,Taltal,58,CL,1601501949,63,-25.4,-70.48,61.39400000000008,2.57
541,Ewo,100,CG,1601501949,89,-0.87,14.82,73.04000000000002,1.9
542,Buritizeiro,63,BR,1601501950,26,-17.35,-44.96,87.42200000000004,2.88
543,Porto Velho,40,BR,1601501950,59,-8.76,-63.9,89.6,0.5
544,Kamina,93,CD,1601501950,78,-8.74,24.99,69.33200000000002,2.33
545,Manicoré,100,BR,1601501951,52,-5.81,-61.3,93.2,2.6
546,Mezdra,90,BG,1601501951,76,43.15,23.7,55.99400000000007,3.1
547,Bereda,90,ES,1601501951,82,43.27,-7.54,59.0,3.13
548,Synya,0,RU,1601501952,94,65.37,58.04,43.141999999999996,2.85
549,Epiniana,15,GR,1601501952,82,39.14,21.61,48.00200000000008,5.36
550,Brownsville,1,US,1601502061,35,25.9,-97.5,86.0,3.21
551,Champerico,75,GT,1601501952,74,14.3,-91.92,86.0,5.1
552,Farnes,97,NO,1601501953,79,61.32,7.8,47.570000000000064,2.38
553,Monte Alegre,55,BR,1601501953,44,-2.01,-54.07,88.73600000000008,2.75
554,Nurota,0,UZ,1601501954,45,40.56,65.69,44.6,2.1
555,Moyale,34,KE,1601501954,51,3.52,39.06,72.26600000000002,3.47
556,Praia da Vitória,40,PT,1601501954,94,38.73,-27.07,68.0,4.18
557,Fort Saint James,27,CA,1601501955,60,54.43,-124.25,62.13200000000002,1.87
558,Doha,0,QA,1601501689,56,25.29,51.53,93.2,2.6
559,Vyartsilya,46,RU,1601501955,93,62.18,30.69,46.94000000000002,1.54
560,Onega,39,RU,1601501955,93,63.91,38.14,46.148000000000025,1.67
561,Uddevalla,40,SE,1601501956,93,58.35,11.94,57.00200000000008,2.28
562,Mandera,57,KE,1601501956,55,3.94,41.87,80.47400000000002,8.76
563,Bouna,94,CI,1601501956,94,9.27,-3.0,72.89600000000004,1.36
564,College,90,US,1601501957,53,64.86,-147.8,59.0,4.1
565,Paso de Carrasco,0,UY,1601501677,47,-34.86,-56.05,75.2,3.6
566,Maniitsoq,0,GL,1601501957,86,65.42,-52.9,30.218000000000085,4.06
567,Acarí,51,PE,1601501958,53,-15.43,-74.62,69.38600000000008,2.9
568,Yabrūd,0,SY,1601501958,50,33.97,36.66,61.86200000000006,5.36
569,Tessalit,0,ML,1601501958,12,20.2,1.01,90.21200000000006,4.43
570,Verāval,23,IN,1601501959,80,20.9,70.37,78.7100000000001,3.8
571,Aktau,0,KZ,1601501959,37,43.65,51.2,51.8,3.0
572,Setermoen,75,NO,1601501959,100,68.86,18.35,46.4,4.1
573,Quepos,75,CR,1601501960,100,9.42,-84.17,75.2,4.1
574,Bhuj,0,IN,1601501960,80,23.27,69.67,78.87200000000004,4.63
575,Mishkino,3,RU,1601501960,88,55.34,63.92,47.102000000000075,0.8
576,Semnan,5,IR,1601501961,41,35.57,53.4,52.736000000000075,1.12
577,Salinas,1,US,1601501961,54,36.68,-121.66,89.99600000000005,4.6
578,Lumeje,100,AO,1601501961,84,-11.55,20.78,68.39600000000004,2.82
579,Kolindrós,0,GR,1601501961,62,40.48,22.48,62.99600000000005,0.89
580,Athabasca,45,CA,1601501962,45,54.72,-113.29,54.248000000000026,2.23
581,Sofiyivka,40,UA,1601501962,87,48.05,33.87,55.400000000000006,5.0
582,Quryq,0,KZ,1601501962,40,43.2,51.65,56.82200000000004,5.75
583,Cururupu,66,BR,1601501963,83,-1.83,-44.87,76.65800000000002,2.22
584,Vestmanna,100,FO,1601501963,87,62.16,-7.17,46.4,0.5
585,Wānkāner,0,IN,1601501963,79,22.62,70.93,79.10600000000002,3.87
586,Kaura Namoda,10,NG,1601501964,72,12.59,6.58,78.78200000000001,3.31
587,Puerto del Rosario,75,ES,1601501964,83,28.5,-13.86,73.4,6.7
588,Esfarāyen,68,IR,1601501965,33,37.08,57.51,44.6,2.1
589,Bignona,20,SN,1601501965,100,12.81,-16.23,77.0,1.79
590,Adeje,75,ES,1601501702,69,28.12,-16.73,73.99400000000009,7.2
591,Irtyshskiy,58,RU,1601501966,94,58.33,68.13,45.59000000000002,1.92
592,Ilām,83,NP,1601501966,87,26.92,87.92,63.91400000000003,1.29
593,Sīrjān,16,IR,1601501966,46,29.45,55.68,58.64000000000002,1.9
594,Casper,1,US,1601501905,31,42.87,-106.31,66.99199999999999,2.6
595,Baharly,7,TM,1601501967,40,38.44,57.43,52.08800000000005,1.55
596,Manturovo,92,RU,1601501967,94,58.34,44.76,48.542,1.87
597,Salym,100,RU,1601501968,96,60.06,71.48,45.662000000000056,1.61
598,Limuru,20,KE,1601501969,82,-1.1,36.65,66.2,2.6
599,Hammerfest,75,NO,1601501969,100,70.66,23.68,48.2,4.1
600,Sylvania,90,US,1601501969,87,41.72,-83.71,64.4,4.6
601,Bibiani,100,GH,1601501969,100,6.46,-2.32,71.94200000000001,1.14
602,Lyubim,36,RU,1601501970,88,58.36,40.68,48.524000000000015,1.98
603,Khanpur,0,PK,1601501970,29,28.65,70.66,86.14400000000008,5.48
604,Ferrol,75,ES,1601501970,87,43.48,-8.24,60.8,8.2
605,Talcahuano,3,CL,1601501971,58,-36.72,-73.12,53.6,6.7
606,Zverinogolovskoye,6,RU,1601501971,71,54.46,64.85,46.07600000000009,0.44
607,Mendi,100,PG,1601501972,100,-6.18,143.65,55.85,0.38
608,Grand-Santi,100,GF,1601501972,50,4.25,-54.38,85.53200000000001,1.36
609,Quatre Cocos,75,MU,1601501972,88,-20.21,57.76,69.99800000000002,2.6
610,Lakota,100,CI,1601501973,97,5.85,-5.69,71.9600000000001,1.71
611,Bariloche,75,AR,1601501698,56,-41.15,-71.31,41.0,12.3
612,Laurel,1,US,1601501764,43,39.1,-76.85,71.6,3.1
613,Vitorino Freire,71,BR,1601501973,53,-4.07,-45.17,85.06400000000004,3.11
614,Bonavista,68,CA,1601501974,77,48.65,-53.11,64.99400000000009,3.58
615,Gdynia,40,PL,1601501900,87,54.52,18.53,57.992,3.1
616,Makkah al Mukarramah,0,SA,1601501808,81,21.43,39.83,79.89800000000002,0.43
617,Cedartown,0,US,1601501974,55,34.05,-85.25,73.99400000000009,0.89
618,Nushki,0,PK,1601501975,31,29.55,66.02,57.70400000000005,0.31
619,Yendi,80,GH,1601501975,96,9.44,-0.01,72.392,1.98
